source_airport,destination_airport,distance_km,operating_airlines,min_stops,equipment_types
ORY,CTA,1616.61,TO,0,73H
ORY,CWL,504.99,AF;WX,0,F50
ORY,CZL,1426.48,AH;ZI,0,319;736
ORY,DBV,1408.57,TO,0,73H
ORY,DCM,574.59,A5,0,AT5
ORY,DJE,1791.2,TO;TU;ZI,0,319;320;736;73H
ORY,DKR,4192.12,SS,0,330;333
ORY,DZA,8035.18,SS;TX,0,330;332;333
ORY,ESU,2176.78,AT;TO,0,738;73H
ORY,EWR,5857.01,AA;BA;IB,0,752;757
ORY,FAO,1547.96,TO;U2,0,320;73H
ORY,FCO,1088.3,IB;U2;VY,0,319;320
ORY,FDF,6851.56,AF;SS;TX,0,332;333;744;77W
ORY,FEZ,1754.16,AT,0,738
ORY,FLR,870.09,IB;VY,0,319;320
ORY,FNC,2390.89,ZI,0,320
ORY,FSC,959.86,XK,0,320
ORY,GVA,393.51,U2,0,319;320
ORY,HEL,1928.26,DY,0,73H
ORY,HER,2384.2,TO,0,73H
ORY,IBZ,1098.26,IB;TO;VY,0,320;73H
ORY,IKA,4206.4,IR,0,AB6
ORY,JFK,5833.93,AA;BA;IB,0,752;757
ORY,LAI,428.98,A5,0,AT5
ORY,LCY,350.89,AF;WX,0,F50
ORY,LDE,643.45,A5,0,CR7
ORY,LHR,366.54,AB;BA;IB,0,319;320
ORY,LIG,330.69,T7,0,BEH
ORY,LIN,636.47,AF;AZ;U2,0,319;320;32S
ORY,LIS,1438.11,IB;TO;TP;VY;ZI,0,100;319;320;321;73H
ORY,LPA,2768.16,IB;VY,0,320
ORY,LPY,418.44,UD,0,BEH
ORY,LRH,390.14,A5,0,BEH
ORY,LRT,443.93,A5,0,CR7
ORY,LYS,390.76,AF,0,CRK
ORY,MAD,1030.33,AF;IB;UX,0,319;320;321;738;E90
ORY,MIR,1595.71,TO;TU,0,32A;736;73H
ORY,MLA,1738.03,AF;KM;TO,0,319;320;73H
ORY,MPL,585.15,AF,0,319;321;CRK
ORY,MRS,627.0,AF,0,319;320;321
ORY,NAP,1278.88,TO;U2,0,320;73H
ORY,NCE,674.8,AF;U2,0,319;320;321
ORY,NTE,344.66,AF,0,AT5
ORY,OPO,1200.9,IB;TO;TP;VY;ZI,0,319;320;73H
ORY,ORN,1477.12,AH;ZI,0,320;736
ORY,OSL,1383.23,DY,0,733;73H
ORY,OUD,1589.53,AT;TO,0,738;73H
ORY,OZZ,2126.84,AT,0,738
ORY,PAP,7352.66,TX,0,333
ORY,PDL,2560.95,S4,0,320
ORY,PGF,666.36,A5,0,CR7;CRK
ORY,PGX,409.54,T7,0,BEH
ORY,PMI,1020.24,AF;IB;UX;VY,0,320;738;E90
ORY,PMO,1454.07,TO;U2,0,320;73H
ORY,PRG,872.06,TO,0,73H
ORY,PSA,832.42,TO;U2,0,320;73H
ORY,PTP,6752.39,AF;SS;TX,0,332;333;744;77W
ORY,PUF,632.05,AF,0,319;CRK
ORY,QSF,1415.45,AH;ZI,0,320;736
ORY,RAK,2094.39,AT;TO,0,320;738;73H;744
ORY,RBA,1797.41,AT;IB;VY,0,320;738
ORY,RDZ,479.92,A5,0,AT7
ORY,RUN,9357.48,AF;SS;TX,0,744;747;77W
ORY,SAW,2280.49,PC;TO,0,738;73H
ORY,SCU,7501.38,CU,0,IL9
ORY,SOU,364.77,AF;BE,0,DH4
ORY,SVQ,1423.43,IB;TO;VY,0,320;73H
ORY,SXB,386.2,AF,0,AT7;CRK
ORY,SXF,884.77,U2,0,320
ORY,SXM,6723.18,SS;TX,0,332
ORY,TFN,2760.78,IB,0,321
ORY,TFS,2814.28,IB,0,321
ORY,TLM,1556.21,AH;ZI,0,319;320;738
ORY,TLN,689.91,AF,0,319;320;321;CRK
ORY,TLS,571.81,AF;U2,0,319;320;321
ORY,TLV,3283.3,TO,0,73H
ORY,TNG,1596.17,AT,0,738;73G
ORY,TOE,1710.84,TU,0,736
ORY,TUN,1465.38,TO;TU,0,320;32A;73H
ORY,TXL,878.29,AB,0,319;320;738
ORY,UIP,490.78,A5,0,CR7
ORY,VCE,834.31,TO;U2,0,320;73H
ORY,VKO,2468.95,UN;ZI,0,320;73H
ORY,VLC,1051.67,IB;VY,0,320
ORY,YUL,5526.82,SS,0,333
OSD,ARN,433.7,SK,0,736;73G;73H;73W
OSD,BMA,464.75,TF,0,S20
OSD,UME,294.44,HS,0,J32
OSI,DBV,325.51,OU,0,DH4
OSI,SPU,292.3,OU,0,DH4
OSI,STN,1533.48,FR,0,738
OSI,ZAG,215.52,OU,0,EM2
OSL,AAL,343.82,AY;BA;M3;SK,0,73G;73H;FRJ;J31;SWM
OSL,AAR,425.62,BA,0,FRJ
OSL,ABZ,830.24,BM;SK,0,736;73H;73W;ER3
OSL,AES,377.74,DY;SK,0,733;736;738;73G;73H;73W
OSL,AGP,2832.12,DY;SK,0,738;73H
OSL,AJA,2029.27,DY,0,73H
OSL,ALC,2561.87,DY;SK,0,738;73G;73H
OSL,ALF,1233.54,DY;SK,0,733;736;73G;73W
OSL,AMS,950.69,DY;KL;SK,0,736;737;738;73G;73H;EMJ
OSL,ARN,386.53,DY;ET;SK,0,717;733;736;738;73G;73H;73W
OSL,ATH,2628.94,A3;DY;SK,0,73G;73H;73W
OSL,AYT,2937.91,DY,0,73H
OSL,BCN,2181.73,DY;IB;SK;VY,0,320;738;73G;73H
OSL,BDU,1054.01,DY,0,733
OSL,BEG,1809.38,DY,0,733
OSL,BGO,322.68,DY;SK,0,733;736;738;73G;73H;73W
OSL,BIO,2093.22,DY,0,73H
OSL,BKK,8674.97,DY;SK;TG,0,773;788
OSL,BLL,499.79,BA;DY;SK,0,733;73H;AT7;FRJ
OSL,BNN,596.72,WF,0,DH1;DH3
OSL,BOJ,2247.81,DY,0,73H
OSL,BOO,811.17,DY;SK,0,736;738;73G;73H;73W
OSL,BRU,1104.1,SK;SN,0,319;736;738;73G;73H;73W;AR1
OSL,BTS,1386.7,DY,0,733;73H
OSL,BUD,1508.11,DY,0,733
OSL,CDG,1348.72,AF;AZ;SK,0,736;738;73G;73H;73W;E90
OSL,CGN,1057.68,DY,0,73H
OSL,CHQ,2891.5,DY;SK,0,733;738
OSL,CPH,509.61,DY;PK;SK,0,319;320;321;733;736;738;73G;73H;73W;777
OSL,DBV,2013.04,DY,0,73H
OSL,DOH,4955.52,QR,0,788
OSL,DUB,1285.59,DY;SK,0,738;73G;73H;73W
OSL,DUS,1017.49,LH;SK,0,736;738;73G;73W
OSL,EDI,964.58,DY;SK,0,73H;73W
OSL,EVE,968.51,DY;SK,0,733;736;738;73G;73H;73W
OSL,EWR,5933.1,SK;UA,0,333;752
OSL,FAO,2901.6,DY,0,73H
OSL,FCO,2038.79,DY;SK,0,733;738;73H;73W
OSL,FLL,7581.24,DY,0,788
OSL,FRA,1132.54,ET;LH;SK,0,319;320;32A;736;738;73G;73H;73W
OSL,FRO,364.43,WF,0,DH1;DH3
OSL,GDN,778.01,DY;SK,0,733;738;73G;73H;73W
OSL,GOT,282.31,SK;WF,0,DH3
OSL,GVA,1577.35,DY,0,733
OSL,GZP,3051.01,SK,0,73W
OSL,HAM,724.58,4U;DY,0,73H;CRJ
OSL,HAU,338.45,DY;SK,0,733;736;738;73G;73H;73W
OSL,HEL,767.29,AY;DY;SK,0,319;717;73H
OSL,HOV,351.54,WF,0,DH1
OSL,ISB,5282.56,PK,0,777
OSL,IST,2420.98,SK;TK,0,321;738
OSL,JFK,5917.35,DY,0,788
OSL,KBP,1651.23,DY,0,73H
OSL,KEF,1782.8,DY;FI;SK,0,733;738;73W;75T;75W
OSL,KKN,1377.03,DY;SK,0,733;736;73G;73W
OSL,KRK,1244.95,DY,0,73H
OSL,KRS,271.95,DY;SK,0,733;736;738;73G;73H;73W
OSL,KSU,373.62,SK,0,736;738;73G;73H;73W
OSL,LCA,3243.64,DY,0,73H
OSL,LED,1066.25,DY,0,73H
OSL,LGW,1218.45,DY,0,73H
OSL,LHR,1197.69,AA;BA;IB;SK,0,319;320;321;736;738;73G;73H;73W
OSL,LIS,2760.54,DY;TP,0,320;73H
OSL,LPA,4096.9,DY;SK,0,738;73H
OSL,LYR,2021.58,DY;SK,0,738;73H;73W
OSL,MAN,1103.85,DY;SK,0,736;738;73H
OSL,MJV,2622.09,DY,0,733
OSL,MLA,2709.15,DY,0,73H
OSL,MOL,354.38,DY;SK,0,733;736;73G;73H;73W
OSL,MUC,1309.31,DY;LH;SK,0,319;320;321;73G;73H;73W;E95
OSL,MXP,1618.53,DY;SK,0,733;738;73G;73H
OSL,NCE,1848.61,DY;SK,0,738;73G;73H
OSL,OLA,404.96,M3,0,SWM
OSL,ORY,1383.23,DY,0,733;73H
OSL,PLQ,748.38,DY,0,733
OSL,PMI,2359.27,DY;SK,0,738;73H
OSL,PRG,1132.4,DY;SK,0,733;738;73H
OSL,PSA,1828.26,DY,0,73H
OSL,PUY,1703.94,DY,0,733
OSL,RAK,3469.14,DY,0,73H
OSL,RIX,828.36,BT;DY;SK,0,733;735;73C;73H;DH4
OSL,RRS,273.69,WF,0,DH1
OSL,SDN,327.38,WF,0,DH1
OSL,SOG,242.33,WF,0,DH1
OSL,SPU,1877.34,DY,0,73H
OSL,SRP,319.84,DX,0,AT4
OSL,SSJ,652.8,WF,0,DH1
OSL,SVG,335.21,DY;SK,0,733;736;738;73G;73H;73W
OSL,SVO,1606.29,SK;SU,0,320
OSL,SXF,874.05,DY,0,73H
OSL,SZZ,763.28,DY,0,733
OSL,TFS,4129.12,DY,0,73H
OSL,TLL,774.24,DY;OV;SK,0,733;73H;E70
OSL,TOS,1124.02,DY;LH;SK,0,733;736;738;73G;73H;73W
OSL,TRD,371.09,DY;SK,0,733;736;738;73G;73H;73W
OSL,TXL,851.88,AB;AY;HU;SK,0,319;738;73G;73W
OSL,VCE,1627.47,DY,0,733
OSL,VDB,138.43,M3,0,SWM
OSL,VIE,1381.95,DY;OS,0,100;319;733;F70
OSL,VNO,1045.55,DY,0,733;73H
OSL,VXO,414.06,2N,0,SF3
OSL,WAW,1074.53,DY,0,733;73H
OSL,ZRH,1416.61,LX;SK,0,319;320;736;738;73G
OSM,AMM,832.95,RJ;RL,0,320;E75;E95
OSM,IST,1362.31,TK,0,73W
OSR,CDG,1127.62,QS,0,738
OSR,PRG,279.45,OK;QS,0,AT4;AT7
OSR,STN,1276.48,FR,0,738
OSS,CEK,1832.47,QH;U6,0,320
OSS,DME,3025.19,KR;QH;S7;U6;YK,0,320;733;734;737;738
OSS,FRU,306.3,QH;YK;ZM,0,146;734;735
OSS,IKT,2715.99,KR;YK,0,320;737
OSS,IST,3659.55,QH;TK,0,319
OSS,KJA,2244.24,QH;YK,0,146;735
OSS,KUF,2217.84,U6,0,320
OSS,KZN,2392.26,YK,0,146
OSS,LED,3607.08,SU;YK,0,320;737
OSS,OVB,1758.68,KR;QH;S7;YK,0,146;320;734
OSS,SGC,2305.96,QH;YK,0,735;737
OSS,SVX,1991.71,KR;U6;YK,0,146;320
OSS,URC,1260.65,CZ;QH,0,735;73G
OST,LGG,191.39,HQ,0,320
OSW,DME,1452.24,R2,0,738
OSY,MJF,164.71,WF,0,DH1;DH2
OSY,RVK,45.62,WF,0,DH1;DH2
OSY,TRD,117.23,WF,0,DH1
OTH,PDX,274.56,K5,0,CNC
OTH,SFO,663.78,UA,0,CRJ
OTP,AHO,1517.31,W6,0,320
OTP,AMM,1667.98,RJ;RO,0,318
OTP,AMS,1783.2,KL;RO,0,733;737
OTP,ATH,759.06,A3;OA;RO,0,320;733;DH4
OTP,BAY,398.04,AZ;RO,0,AT5
OTP,BCN,1980.47,IB;RO;UX;VY;W6,0,320;737;73W
OTP,BEG,457.28,JU;RO,0,319;AT5;AT7
OTP,BEY,1441.94,ME;RO,0,733;73W
OTP,BGY,1288.77,W6,0,320
OTP,BLQ,1170.82,W6,0,320
OTP,BRI,849.8,W6,0,320
OTP,BRU,1753.74,RO;SN,0,318;733;73H;73W
OTP,BUD,615.18,RO,0,AT5;AT7
OTP,BVA,1887.68,W6,0,320
OTP,CDG,1850.13,AF;RO,0,318;319;320;321;73W
OTP,CIA,1134.82,W6,0,320
OTP,CLJ,308.74,AZ;RO,0,318;AT5;AT7
OTP,CPH,1552.08,SK,0,320;CR9
OTP,CRL,1743.55,W6,0,320
OTP,CTA,1214.03,W6,0,320
OTP,CUF,1459.59,W6,0,320
OTP,DOH,3140.5,QR,0,320;321
OTP,DTM,1569.28,W6,0,320
OTP,DUB,2529.94,FR;RO,0,738;73W
OTP,DUS,1614.84,LH,0,CR9
OTP,DWC,3409.56,W6,0,320
OTP,DXB,3394.54,FZ;RO,0,73H;73W
OTP,EIN,1711.98,W6,0,320
OTP,FCO,1162.49,AZ;EY;RO,0,319;32S;73W
OTP,FRA,1449.05,ET;LH;RO,0,318;319;320;32A;733
OTP,GVA,1566.28,RO;W6,0,318;320;733
OTP,IAS,313.34,AZ;RO,0,AT5;AT7
OTP,IST,425.93,RO;TK,0,318;319;320;321;738
OTP,KIV,342.63,9U;AZ;RO,0,AT5;AT7;EM2
OTP,LCA,1254.96,CY;RO;W6,0,318;320
OTP,LGW,2078.64,U2,0,319;320
OTP,LHR,2103.8,AA;BA;RO,0,318;320
OTP,LIN,1322.54,AZ;RO,0,319;320;32S
OTP,LIS,2970.81,TP,0,319
OTP,LTN,2106.46,W6,0,320
OTP,MAD,2457.97,RO;UX;W6,0,320;737;73H
OTP,MUC,1171.01,LH;RO,0,320;321;733;73W
OTP,MXP,1364.7,W6,0,320
OTP,NAP,1045.62,W6,0,320
OTP,NCE,1506.41,RO,0,733
OTP,OMR,423.69,AZ;RO,0,AT5
OTP,PEG,1099.58,W6,0,320
OTP,PRG,1080.65,OK;QS;RO,0,319;73W
OTP,PSA,1254.41,W6,0,320
OTP,SAW,485.81,PC,0,738
OTP,SKG,517.62,RO,0,AT5
OTP,SOF,299.53,FB;QR;RO,0,320;321;AT5
OTP,STN,2066.28,FR,0,738
OTP,SUJ,426.61,AZ;RO,0,AT5
OTP,SVO,1497.64,RO;SU,0,733;737;73G;SU9
OTP,TLV,1591.62,LY;RO;W6,0,310;320;733;738;739
OTP,TRF,1943.99,W6,0,320
OTP,TSF,1095.24,W6,0,320
OTP,TSR,396.61,AZ;RO,0,310;318;733;AT5;AT7
OTP,TXL,1291.04,AB;AY,0,320;73G
OTP,VIE,828.89,OS;RO,0,100;318;319;320;321;733;73W
OTP,VLC,2254.83,W6,0,320
OTP,VRN,1196.92,W6,0,320
OTP,WAW,924.67,LO;RO,0,E70;E75;E95
OTP,ZAZ,2214.85,W6,0,320
OTP,ZRH,1388.51,LX,0,320
OTZ,ABL,207.48,7H;8E,0,CNC
OTZ,ANC,879.94,AS,0,734;73Q
OTZ,BKC,119.32,7H;8E,0,CNC
OTZ,DRG,90.94,7H;8E,0,CNC
OTZ,IAN,94.74,7H;8E,0,CNC
OTZ,KVL,126.72,8E,0,CNC
OTZ,OME,294.14,8E;AS,0,734;73Q;PA2
OTZ,ORV,69.46,7H;8E,0,CNC
OTZ,PHO,241.01,7H;8E,0,CNC
OTZ,SHG,237.25,7H;8E,0,CNC
OTZ,WLK,119.0,7H;8E,0,CNC
OTZ,WTK,77.48,7H;8E,0,CNC
OUA,ABJ,831.93,2J;AC;ET;HF;LH;SN;UA,0,333;752;CRJ;E70;M87
OUA,ACC,764.74,2J,0,CRJ
OUA,ADD,4417.02,ET,0,752
OUA,ALG,2747.15,AH,0,736
OUA,BKO,699.27,2J;DN;ET,0,320;CRJ;DH8;M87
OUA,BOY,334.28,2J,0,CRJ
OUA,BRU,4320.71,AC;LH;SN;UA,0,332;333
OUA,CDG,4093.51,AF,0,343
OUA,CMN,2416.84,AT,0,738
OUA,COO,791.91,2J,0,M87
OUA,DKR,1747.04,2J,0,M87
OUA,IST,4356.06,TK,0,738;739
OUA,LFW,751.99,2J;ET,0,73W;CRJ;DH8
OUA,NIM,419.76,2J;AF;AT;DL;DN;ET;KL,0,320;330;332;738;752;CRJ
OUA,TUN,2965.29,TU,0,32A
OUD,BRU,1864.67,AT,0,73G
OUD,BVA,1663.92,FR,0,738
OUD,CMN,545.1,AT,0,738;73G;AT7
OUD,CRL,1817.4,FR,0,738
OUD,LIL,1800.36,TO,0,73H
OUD,LYS,1352.46,TO,0,73H
OUD,MRS,1141.61,FR,0,738
OUD,NRN,1977.88,FR,0,738
OUD,ORY,1589.53,AT;TO,0,738;73H
OUL,ALC,3407.6,DY,0,73H
OUL,ARN,700.62,SK,0,S20
OUL,HEL,513.32,AY;DY,0,319;320;73H
OUZ,CMN,1273.37,L6,0,73G
OUZ,NDB,511.12,L6,0,73G
OUZ,NKC,613.29,L6,0,73G
OVB,ALA,1358.11,S7,0,320
OVB,BKK,4855.75,S7,0,763
OVB,BTK,1199.36,2G,0,A81
OVB,CEK,1338.63,2B;2G,0,A81;CR2
OVB,CIT,1700.59,S7,0,320
OVB,DME,2789.68,S7;U6;UN,0,320;734;735;738
OVB,DXB,3987.92,S7,0,320
OVB,DYU,2103.69,7J;S7,0,320;735
OVB,EVN,3253.52,S7,0,320
OVB,FEG,1817.56,S7,0,320
OVB,FRA,4803.92,S7,0,738
OVB,FRU,1454.04,KR;QH;S7;YK,0,146;320;735
OVB,GYD,2885.05,J2;S7,0,320;757
OVB,HKG,4463.66,S7,0,738
OVB,HKT,5396.58,UN,0,763
OVB,HMA,1038.44,UR,0,AT7
OVB,HRB,3206.54,U6,0,320
OVB,HRG,4978.92,UN,0,763
OVB,HTA,2036.66,S7,0,320
OVB,IKT,1458.82,2G;IOS;S7,0,320;738;A81;CR2
OVB,IST,4159.13,TK,0,738
OVB,KBP,3445.75,PS,0,738
OVB,KHV,3596.63,S7;SU;U6,0,319;320
OVB,KJA,631.17,IOS;Y7,0,AT5;CR2
OVB,KQT,2170.7,EG,0,320
OVB,KRR,3236.84,6R;Y7,0,738
OVB,LBD,1903.68,7J;S7;SZ,0,320;735;737
OVB,LED,3097.6,6R;S7;SU,0,320;738
OVB,MJZ,1967.49,6R,0,738;TU5
OVB,MUC,4727.26,S7,0,738
OVB,NJC,752.89,IOS;UR;YC,0,AT7;CR2
OVB,NMA,1759.9,HY,0,320
OVB,NSK,1607.26,S7;U6;Y7,0,320;738
OVB,NUX,1272.89,UR,0,AT7
OVB,NZH,2407.96,IOS,0,CR2
OVB,OMS,595.44,IOS,0,CR2
OVB,OSS,1758.68,KR;QH;S7;YK,0,146;320;734
OVB,PEK,2995.27,HU;S7,0,320
OVB,PRG,4468.22,S7,0,320
OVB,PYJ,2006.99,6R,0,TU5
OVB,SGC,886.88,UR,0,AT7
OVB,SLY,1543.84,IOS,0,CR2
OVB,SVO,2800.37,SU,0,321;738
OVB,SVX,1370.3,2B;7R;U6;Y7;YC,0,320;AT5;CR2
OVB,TAS,1816.21,HY;S7,0,320
OVB,TJM,1098.22,YC,0,CR2
OVB,TSE,868.32,KC,0,E90
OVB,URC,1282.37,CZ;HU;S7,0,320;73G
OVB,UUD,1671.68,S7,0,738
OVB,VKO,2822.14,UN,0,738;73G
OVB,VVO,3729.54,S7;SU,0,319;320
OVB,YKS,2775.17,S7;U6,0,320;738
OVD,ACE,1759.58,UX,0,332
OVD,AGP,776.99,IB;VY,0,320
OVD,BCN,711.58,IB;VY,0,320
OVD,CDG,894.67,IB;VY,0,320
OVD,MAD,399.81,IB;UX,0,319;320;ATR
OVD,PMI,854.82,IB;V7,0,717;CR9;CRK
OVD,STN,1036.44,U2,0,319
OVD,SVQ,683.46,IB;VY,0,320
OVD,TFS,1966.19,UX,0,738
OVD,VLC,646.96,IB;V7,0,717;CR9;CRK
OVS,EYK,306.76,UR,0,AT7
OVS,NYM,645.73,4G,0,YK4
OVS,SVX,534.11,4G,0,YK4
OVS,TJM,470.28,UR,0,AT7
OVS,VKO,1645.19,4G,0,YK2
OWB,SFB,1138.26,G4,0,M80
OWB,STL,301.36,9K,0,CNA
OXB,BJL,193.63,AT,0,738
OXB,CKY,340.84,3G;ET,0,319;DH8
OXB,CMN,2524.56,AT,0,738
OXB,DKR,373.56,3G;DN,0,319;CRJ
OXB,RAI,912.31,AT,0,73G
OZC,CEB,237.21,5J,0,ATR
OZC,MNL,768.11,2P;5J;PR,0,320
OZH,IEV,452.24,M9,0,AN4
OZH,VKO,869.22,M9,0,AN4
OZZ,CMN,277.52,AT,0,738;AT7
OZZ,ORY,2126.84,AT,0,738
PAC,BFQ,214.83,7P,0,DHT
PAC,BOC,298.68,7P,0,F50
PAC,CHX,329.28,7P,0,F50
PAC,DAV,323.06,7P,0,100;F50
PAC,OTD,68.88,7P,0,DHT
PAC,PUE,237.34,7P,0,DHT
PAC,SAX,183.12,7P,0,BNI
PAD,ACE,3121.0,DE,0,32S
PAD,AYT,2390.29,AB;DE;XQ,0,321;32S;738
PAD,FUE,3181.08,DE,0,32S
PAD,IBZ,1524.2,AB,0,738
PAD,LPA,3306.16,DE,0,32S
PAD,MUC,427.45,LH,0,CR7;CR9
PAD,PMI,1415.96,AB;DE,0,320;32S;738
PAD,TFS,3355.72,DE,0,32S
PAG,CEB,281.21,5J,0,ATR
PAG,MNL,788.8,5J,0,319;320
PAH,ORD,551.88,UA,0,CRJ
PAP,ATL,2062.93,DL,0,320
PAP,CAP,128.62,S6,0,J32
PAP,FLL,1160.27,AA;B6;NK;US,0,319;320;738
PAP,JBQ,243.15,N3;S6,0,J32
PAP,JFK,2457.04,AA;AF;B6;DL,0,320;738;763
PAP,MIA,1148.9,AA;AF;DL;US,0,320;32A;738;757;763
PAP,PLS,355.12,JY,0,EM2
PAP,PTP,1170.05,AF;TX,0,320;AT7
PAP,PTY,1304.79,AM;CM,0,738;73G
PAP,SDQ,277.15,TX,0,333
PAP,SXM,971.21,7I,0,M83
PAP,YUL,2993.09,AC,0,763
PAS,ATH,144.94,A3;OA,0,DH8
PAT,CCU,471.98,6E;9W;G8;S2,0,320;AT7
PAT,DEL,856.71,6E;9W;AI;G8;S2,0,319;320;73H
PAT,IXR,254.29,6E;G8,0,320
PAT,LKO,438.67,6E,0,320
PAV,SSA,390.12,AD,0,AT7
PAZ,MEX,212.51,AM;VW,0,ATR;ERJ
PAZ,REX,606.23,AM;VW,0,ATR
PAZ,VSA,566.87,AM;VW,0,ATR
PBC,CUN,1218.01,Y4,0,320
PBC,DFW,1533.42,AA;US,0,ERD
PBC,GDL,538.42,Y4,0,319
PBC,IAH,1242.03,UA,0,ERJ
PBC,MTY,757.41,AM,0,ERJ
PBC,TIJ,2376.04,Y4,0,320
PBD,BOM,439.34,9W;S2,0,AT7
PBG,BOS,322.61,AS;KS,0,SF3
PBG,FLL,2150.99,G4;NK,0,320;M80
PBG,MYR,1306.81,NK,0,320
PBG,PIE,2033.41,G4,0,320
PBG,SFB,1893.79,G4,0,M80
PBH,CCU,537.11,KB,0,319;ATR
PBH,DAC,407.68,KB,0,319
PBH,GAU,258.55,KB,0,319
PBH,IXB,135.01,KB,0,319
PBH,KTM,402.11,KB,0,319;ATR
PBI,ATL,878.0,AF;AS;AZ;DL;FL;KL;VS;WN,0,733;73W;757;M88;M90
PBI,BDL,1826.01,B6,0,E90
PBI,BOS,1929.48,B6,0,320;E90
PBI,BWI,1425.1,WN,0,733;73W
PBI,CLE,1645.59,UA,0,ERJ
PBI,CLT,952.01,AA;US,0,319;320;734;737
PBI,DCA,1382.75,AA;US,0,E70;E75
PBI,DFW,1772.12,AA;US,0,738
PBI,DTW,1752.04,DL,0,320;M90
PBI,ELH,366.29,3M;UA,0,SF3
PBI,EWR,1650.38,B6;UA,0,319;320;738;739;73G;752
PBI,HPN,1703.37,B6,0,E90
PBI,IAH,1535.3,UA,0,320
PBI,ISP,1695.76,WN,0,73W
PBI,JFK,1657.14,B6,0,320;E90
PBI,LAX,3742.71,AA;US,0,738
PBI,LGA,1668.3,AA;B6;DL;US,0,319;320;738;E90
PBI,MHH,300.09,3M;UA;UP,0,DH8;SF3
PBI,NAS,320.37,UP,0,DH8
PBI,ORD,1843.69,AA;US,0,738;M80;M83
PBI,PHL,1533.7,AA;US,0,319;E90
PBI,SJU,1711.05,B6,0,E90
PBI,TPA,280.4,3M;UA,0,SF3
PBJ,ULB,13.03,NF,0,DHT
PBJ,VLI,140.3,NF,0,DHT
PBL,MAR,399.66,V0,0,E90
PBL,PMV,451.24,V0,0,E90
PBM,AMS,7524.42,KL;PY,0,343;747
PBM,AUA,1806.23,PY,0,733
PBM,BEL,1064.29,PY,0,733
PBM,CAY,320.94,PY,0,733
PBM,CUR,1687.57,7I,0,M83
PBM,GEO,358.48,PY,0,733
PBM,POS,886.06,7I;BW;PY,0,733;738
PBO,PER,990.66,NZ;QF;VA,0,100;DH4
PBU,MYT,216.55,W9,0,AT7
PBZ,CPT,435.8,5Z,0,BEH
PBZ,JNB,1002.1,5Z,0,BEH
PCL,IQT,529.55,2I;P9,0,143;737
PCL,LIM,491.34,2I;LA;P9,0,143;146;319;320;737
PCL,TPP,287.29,2I,0,146
PCR,BOG,754.73,9R;AV,0,E70;ER4
PCR,VVC,713.91,9R,0,E70
PDA,BOG,698.39,9R;AV,0,E70;ER4
PDA,VVC,634.06,9R,0,E70
PDG,BTH,476.57,JT;QG,0,320;738
PDG,CGK,923.42,GA;JT;QG;SJ,0,320;733;735;738;739
PDG,KUL,423.7,AK,0,320
PDL,AMS,2857.15,S4,0,320
PDL,ARN,3910.34,S4,0,320
PDL,BOS,3844.5,S4;TP,0,313
PDL,DUS,2947.35,AB,0,738
PDL,FLW,509.09,SP,0,DH4
PDL,FNC,984.92,NT;S4;TP,0,DH4
PDL,FRA,3031.71,S4,0,320
PDL,HOR,277.8,SP,0,DH2;DH4
PDL,LGW,2493.28,S4,0,320
PDL,LIS,1448.65,S4;TP,0,313;319;320
PDL,OPO,1508.54,S4;TP,0,320
PDL,ORY,2560.95,S4,0,320
PDL,PIX,256.36,SP,0,DH4
PDL,SJZ,239.66,SP,0,DH2;DH4
PDL,SMA,97.46,SP,0,DH4
PDL,TER,166.35,SP,0,DH2;DH4
PDL,YYZ,4513.02,S4;TP,0,313
PDP,AEP,305.36,5Q;AR,0,AT7;E90
PDP,ROS,568.27,8R,0,SF3
PDS,MEX,1032.71,AM;VW,0,ATR;CRJ
PDT,PDX,292.28,K5,0,CNC
PDV,HHN,1610.28,FR,0,738
PDV,STN,2147.72,FR,0,738
PDX,ABQ,1786.66,WN,0,733;73C
PDX,AMS,8028.81,DL;KL,0,330;333
PDX,ANC,2476.73,AS,0,734;73G;73H;73J
PDX,ATL,3489.16,AF;AS;DL;KL,0,738;739;73H;73J
PDX,BIL,1090.41,AS,0,DH4
PDX,BLI,356.31,AS,0,DH4
PDX,BOI,552.62,AS,0,CR7;DH4
PDX,BOS,4072.32,AA;AS;B6,0,320;737;73H
PDX,BUR,1316.4,AA;AS,0,CR7
PDX,CLT,3664.49,AA;US,0,320
PDX,DCA,3773.23,AA;AS,0,737;73H
PDX,DEN,1592.18,F9;FL;UA;WN,0,319;320;738;739;73G;73H;73W;752
PDX,DFW,2597.05,AA;AS;NK;US,0,320;73J;M83
PDX,DTW,3134.95,AS;DL,0,739
PDX,EUG,169.84,AS;UA,0,DH4;EM2
PDX,EWR,3906.53,UA,0,319;738;739
PDX,FAT,1008.92,AS,0,DH4
PDX,GEG,447.83,AS,0,DH4
PDX,HNL,4188.14,AS;HA,0,332;73H
PDX,IAD,3736.25,UA,0,320;752
PDX,IAH,2933.72,UA,0,319;320;738;739
PDX,JFK,3938.87,B6;DL,0,320;73H;752;757
PDX,LAS,1227.66,AS;NK;WN,0,319;73G;73H;73W
PDX,LAX,1343.09,AA;AS;DL;UA,0,734;737;739;73G;73H;73J;CR7;CR9;CRJ
PDX,LGB,1362.43,AA;AS;B6,0,320;CR7
